index,value0,value1
649,338.6847534180,390.6718139648
650,338.0047607422,390.0118103027
651,337.3247680664,389.3518066406
652,336.6447753906,388.6918029785
653,335.9647827148,388.0317993164
654,335.2847900391,387.3717956543
655,334.6047973633,386.7117919922
656,333.9248046875,386.0517883301
657,333.2448120117,385.3917846680
658,332.5648193359,384.7317810059
659,331.8848266602,384.0717773438
660,331.2048339844,383.4117736816
661,330.5248413086,382.7517700195
662,329.8448486328,382.0917663574
663,329.1648559570,381.4317626953
664,328.4848632812,380.7717590332
665,327.8048706055,380.1117553711
666,327.1248779297,379.4517517090
667,326.4448852539,378.7917480469
668,325.7648925781,378.1317443848
669,325.0848999023,377.4717407227
670,324.4049072266,376.8117370605
671,323.7249145508,376.1517333984
672,323.0449218750,375.4917297363
673,322.3649291992,374.8317260742
674,321.6849365234,374.1717224121
675,321.0049438477,373.5117187500
676,320.3249511719,372.8517150879
677,319.6449584961,372.1917114258
678,318.9649658203,371.5317077637
679,318.2849731445,370.8717041016
680,317.6049804688,370.2117004395
681,316.9249877930,369.5516967773
682,316.2449951172,368.8916931152
683,315.5650024414,368.2316894531
684,314.8850097656,367.5716857910
685,314.2050170898,366.9116821289
686,313.5250244141,366.2516784668
687,312.8450317383,365.5916748047
688,312.1650390625,364.9316711426
689,311.4850463867,364.2716674805
690,310.8050537109,363.6116638184
691,310.1250610352,362.9516601562
692,309.4450683594,362.2916564941
693,308.7650756836,361.6316528320
694,308.0850830078,360.9716491699
695,307.4050903320,360.3116455078
696,306.7250976562,359.6516418457
697,306.0451049805,358.9916381836
698,305.3651123047,358.3316345215
699,304.6851196289,357.6716308594
700,304.0051269531,357.0116271973
701,303.3251342773,356.3516235352
702,302.6451416016,355.6916198730
703,301.9651489258,355.0316162109
704,301.2851562500,354.3716125488
705,300.6051635742,353.7116088867
706,299.9251708984,353.0516052246
707,299.2451782227,352.3916015625
708,298.5651855469,351.7315979004
709,297.8851928711,351.0715942383
710,297.2052001953,350.4115905762
711,296.5252075195,349.7515869141
712,295.8452148438,349.0915832520
713,295.1652221680,348.4315795898
714,294.4852294922,347.7715759277
715,293.8052368164,347.1115722656
716,293.1252441406,346.4515686035
717,292.4452514648,345.7915649414
718,291.7652587891,345.1315612793
719,291.0852661133,344.4715576172
720,290.4052734375,343.8115539551
721,289.7252807617,343.1515502930
722,289.0452880859,342.4915466309
723,288.3652954102,341.8315429688
724,287.6853027344,341.1715393066
725,287.0053100586,340.5115356445
726,286.3253173828,339.8515319824
727,285.6453247070,339.1915283203
728,284.9653320312,338.5315246582
729,284.2853393555,337.8715209961
730,283.6053466797,337.2115173340
731,282.9253540039,336.5515136719
732,282.2453613281,335.8915100098
733,281.5653686523,335.2315063477
734,280.8853759766,334.5715026855
735,280.2053833008,333.9114990234
736,279.5253906250,333.2514953613
737,278.8453979492,332.5914916992
738,278.1654052734,331.9314880371
739,277.4854125977,331.2714843750
740,276.8054199219,330.6114807129
741,276.1254272461,329.9514770508
742,275.4454345703,329.2914733887
743,274.7654418945,328.6314697266
744,274.0854492188,327.9714660645
745,273.4054565430,327.3114624023
746,272.7254638672,326.6514587402
747,272.0454711914,325.9914550781
748,271.3654785156,325.3314514160
749,270.6854858398,324.6714477539
750,270.0054931641,324.0114440918
751,269.3255004883,323.3514404297
752,268.6455078125,322.6914367676
753,267.9655151367,322.0314331055
754,267.2855224609,321.3714294434
755,266.6055297852,320.7114257812
756,265.9255371094,320.0514221191
757,265.2455444336,319.3914184570
758,264.5655517578,318.7314147949
759,263.8855590820,318.0714111328
760,263.2055664062,317.4114074707
761,262.5255737305,316.7514038086
762,261.8455810547,316.0914001465
763,261.1655883789,315.4313964844
764,260.4855957031,314.7713928223
765,259.8056030273,314.1113891602
766,259.1256103516,313.4513854980
767,258.4456176758,312.7913818359
768,257.7656250000,312.1313781738
769,257.0856323242,311.4713745117
770,256.4056396484,310.8113708496
771,255.7256469727,310.1513671875
772,255.0456542969,309.4913635254
773,254.3656616211,308.8313598633
774,253.6856689453,308.1713562012
775,253.0056762695,307.5113525391
776,252.3256835938,306.8513488770
777,251.6456909180,306.1913452148
778,250.9656982422,305.5313415527
779,250.2857055664,304.8713378906
780,249.6057128906,304.2113342285
781,248.9257202148,303.5513305664
782,248.2457275391,302.8913269043
783,247.5657348633,302.2313232422
784,246.8857421875,301.5713195801
785,246.2057495117,300.9113159180
786,245.5257568359,300.2513122559
787,244.8457641602,299.5913085938
788,244.1657714844,298.9313049316
789,243.4857788086,298.2713012695
790,242.8057861328,297.6112976074
791,242.1257934570,296.9512939453
792,241.4458007812,296.2912902832
793,240.7658081055,295.6312866211
794,240.0858154297,294.9712829590
795,239.4058227539,294.3112792969
796,238.7258300781,293.6512756348
797,238.0458374023,292.9912719727
798,237.3658447266,292.3312683105
799,236.6858520508,291.6712646484
800,236.0058593750,291.0112609863
801,235.3258666992,290.3512573242
802,234.6458740234,289.6912536621
803,233.9658813477,289.0312500000
804,233.2858886719,288.3712463379
805,232.6058959961,287.7112426758
806,231.9259033203,287.0512390137
807,231.2459106445,286.3912353516
808,230.5659179688,285.7312316895
809,229.8859252930,285.0712280273
810,229.2059326172,284.4112243652
811,228.5259399414,283.7512207031
812,227.8459472656,283.0912170410
813,227.1659545898,282.4312133789
814,226.4859619141,281.7712097168
815,225.8059692383,281.1112060547
816,225.1259765625,280.4512023926
817,224.4459838867,279.7911987305
818,223.7659912109,279.1311950684
819,223.0859985352,278.4711914062
820,222.4060058594,277.8111877441
821,221.7260131836,277.1511840820
822,221.0460205078,276.4911804199
823,220.3660278320,275.8311767578
824,219.6860351562,275.1711730957
825,219.0060424805,274.5111694336
826,218.3260498047,273.8511657715
827,217.6460571289,273.1911621094
828,216.9660644531,272.5311584473
829,216.2860717773,271.8711547852
830,215.6060791016,271.2111511230
831,214.9260864258,270.5511474609
832,214.2460937500,269.8911437988
833,213.5661010742,269.2311401367
834,212.8861083984,268.5711364746
835,212.2061157227,267.9111328125
836,211.5261230469,267.2511291504
837,210.8461303711,266.5911254883
838,210.1661376953,265.9311218262
839,209.4861450195,265.2711181641
840,208.8061523438,264.6111145020
841,208.1261596680,263.9511108398
842,207.4461669922,263.2911071777
843,206.7661743164,262.6311035156
844,206.0861816406,261.9710998535
845,205.4061889648,261.3110961914
846,204.7261962891,260.6510925293
847,204.0462036133,259.9910888672
848,203.3662109375,259.3310852051
849,202.6862182617,258.6710815430
850,202.0062255859,258.0110778809
851,201.3262329102,257.3510742188
852,200.6462402344,256.6910705566
853,199.9662475586,256.0310668945
854,199.2862548828,255.3710632324
855,198.6062622070,254.7110595703
856,197.9262695312,254.0510559082
857,197.2462768555,253.3910522461
858,196.5662841797,252.7310485840
859,195.8862915039,252.0710449219
860,195.2062988281,251.4110412598
861,194.5263061523,250.7510375977
862,193.8463134766,250.0910339355
863,193.1663208008,249.4310302734
864,192.4863281250,248.7710266113
865,191.8063354492,248.1110229492
866,191.1263427734,247.4510192871
867,190.4463500977,246.7910156250
868,189.7663574219,246.1310119629
869,189.0863647461,245.4710083008
870,188.4063720703,244.8110046387
871,187.7263793945,244.1510009766
