index,value0,value1
6362,286.1232604980,291.1112365723
6363,286.1808166504,291.1400146484
6364,286.2383728027,291.1687927246
6365,286.2959289551,291.1975708008
6366,286.3534851074,291.2263488770
6367,286.4110412598,291.2551269531
6368,286.4685974121,291.2839050293
6369,286.5261535645,291.3126831055
6370,286.5837097168,291.3414611816
6371,286.6412658691,291.3702392578
6372,286.6988220215,291.3990173340
6373,286.7563781738,291.4277954102
6374,286.8139343262,291.4565734863
6375,286.8714904785,291.4853515625
6376,286.9290466309,291.5141296387
6377,286.9866027832,291.5429077148
6378,287.0441589355,291.5716857910
6379,287.1017150879,291.6004638672
6380,287.1592712402,291.6292419434
6381,287.2168273926,291.6580200195
6382,287.2743835449,291.6867980957
6383,287.3319396973,291.7155761719
6384,287.3894958496,291.7443542480
6385,287.4441833496,291.7731323242
6386,287.4988708496,291.8019104004
6387,287.5535583496,291.8306884766
6388,287.6082458496,291.8594665527
6389,287.6629333496,291.8882446289
6390,287.7176208496,291.9170227051
6391,287.7723083496,291.9458007812
6392,287.8269958496,291.9745788574
6393,287.8816833496,292.0033569336
6394,287.9363708496,292.0321350098
6395,287.9910583496,292.0609130859
6396,288.0457458496,292.0896911621
6397,288.1004333496,292.1184692383
6398,288.1551208496,292.1472473145
6399,288.2098083496,292.1788940430
6400,288.2644958496,292.2105407715
6401,288.3191833496,292.2421875000
6402,288.3738708496,292.2738342285
6403,288.4285583496,292.3054809570
6404,288.4832458496,292.3371276855
6405,288.5379333496,292.3687744141
6406,288.5926208496,292.4004211426
6407,288.6473083496,292.4320678711
6408,288.7019958496,292.4637145996
6409,288.7566833496,292.4953613281
6410,288.8113708496,292.5270080566
6411,288.8660583496,292.5586547852
6412,288.9207458496,292.5903015137
6413,288.9754333496,292.6219482422
6414,289.0301208496,292.6535949707
6415,289.0848083496,292.6852416992
6416,289.1394958496,292.7168884277
6417,289.1941833496,292.7485351562
6418,289.2488708496,292.7801818848
6419,289.3035583496,292.8118286133
6420,289.3582458496,292.8434753418
6421,289.3898925781,292.8751220703
6422,289.4215393066,292.9067687988
6423,289.4531860352,292.9384155273
6424,289.4848327637,292.9700622559
6425,289.5164794922,293.0017089844
6426,289.5481262207,293.0333557129
6427,289.5797729492,293.0650024414
6428,289.6114196777,293.0966491699
6429,289.6430664062,293.1282958984
6430,289.6747131348,293.1599426270
6431,289.7063598633,293.1915893555
6432,289.7380065918,293.2232360840
6433,289.7696533203,293.2548828125
6434,289.8013000488,293.2865295410
6435,289.8329467773,293.3153076172
6436,289.8645935059,293.3440856934
6437,289.8962402344,293.3728637695
6438,289.9278869629,293.4016418457
6439,289.9595336914,293.4304199219
6440,289.9911804199,293.4591979980
6441,290.0228271484,293.4879760742
6442,290.0544738770,293.5167541504
6443,290.0861206055,293.5455322266
6444,290.1177673340,293.5743103027
6445,290.1494140625,293.6030883789
6446,290.1810607910,293.6318664551
6447,290.2127075195,293.6606445312
6448,290.2443542480,293.6894226074
6449,290.2760009766,293.7182006836
6450,290.3076477051,293.7469787598
6451,290.3392944336,293.7757568359
6452,290.3709411621,293.8045349121
6453,290.4025878906,293.8333129883
6454,290.4342346191,293.8620910645
6455,290.4658813477,293.8908691406
6456,290.4946594238,293.9196472168
6457,290.5234375000,293.9484252930
6458,290.5522155762,293.9772033691
6459,290.5809936523,294.0059814453
6460,290.6097717285,294.0347595215
6461,290.6385498047,294.0635375977
6462,290.6673278809,294.0923156738
6463,290.6961059570,294.1210937500
6464,290.7248840332,294.1498718262
6465,290.7536621094,294.1786499023
6466,290.7824401855,294.2074279785
6467,290.8112182617,294.2362060547
6468,290.8399963379,294.2649841309
6469,290.8687744141,294.2937622070
6470,290.8975524902,294.3225402832
6471,290.9263305664,294.3685913086
6472,290.9551086426,294.4146423340
6473,290.9838867188,294.4606933594
6474,291.0126647949,294.5067443848
6475,291.0414428711,294.5527954102
6476,291.0702209473,294.5988464355
6477,291.0989990234,294.6448974609
6478,291.1277770996,294.6909484863
6479,291.1565551758,294.7369995117
6480,291.1853332520,294.7830505371
6481,291.2141113281,294.8291015625
6482,291.2428894043,294.8751525879
6483,291.2716674805,294.9212036133
6484,291.3004455566,294.9672546387
6485,291.3292236328,295.0133056641
6486,291.3580017090,295.0593566895
6487,291.3867797852,295.1054077148
6488,291.4155578613,295.1514587402
6489,291.4443359375,295.1975097656
6490,291.4731140137,295.2435607910
6491,291.5018920898,295.2896118164
6492,291.5335388184,295.3356628418
6493,291.5651855469,295.3817138672
6494,291.5968322754,295.4277648926
6495,291.6284790039,295.4738159180
6496,291.6601257324,295.5198669434
6497,291.6917724609,295.5659179688
6498,291.7234191895,295.6119689941
6499,291.7550659180,295.6580200195
6500,291.7867126465,295.7040710449
6501,291.8183593750,295.7501220703
6502,291.8500061035,295.7961730957
6503,291.8816528320,295.8422241211
6504,291.9132995605,295.8882751465
6505,291.9449462891,295.9343261719
6506,291.9765930176,295.9832458496
6507,292.0082397461,296.0321655273
6508,292.0398864746,296.0810852051
6509,292.0715332031,296.1300048828
6510,292.1031799316,296.1789245605
6511,292.1348266602,296.2278442383
6512,292.1664733887,296.2767639160
6513,292.1981201172,296.3256835938
6514,292.2297668457,296.3746032715
6515,292.2614135742,296.4235229492
6516,292.2930603027,296.4724426270
6517,292.3247070312,296.5213623047
6518,292.3563537598,296.5702819824
6519,292.3880004883,296.6192016602
6520,292.4196472168,296.6681213379
6521,292.4512939453,296.7170410156
6522,292.4829406738,296.7659606934
6523,292.5145874023,296.8148803711
6524,292.5462341309,296.8638000488
6525,292.5778808594,296.9127197266
6526,292.6095275879,296.9616394043
6527,292.6411743164,297.0105590820
6528,292.6699523926,297.0594787598
6529,292.6987304688,297.1083984375
6530,292.7275085449,297.1573181152
6531,292.7562866211,297.2062377930
6532,292.7850646973,297.2551574707
6533,292.8138427734,297.3040771484
6534,292.8426208496,297.3529968262
6535,292.8713989258,297.4019165039
6536,292.9001770020,297.4508361816
6537,292.9289550781,297.4997558594
6538,292.9577331543,297.5486755371
6539,292.9865112305,297.5975952148
6540,293.0152893066,297.6465148926
6541,293.0440673828,297.6954345703
6542,293.0728454590,297.7472534180
6543,293.1016235352,297.7990722656
6544,293.1304016113,297.8508911133
6545,293.1591796875,297.9027099609
6546,293.1879577637,297.9545288086
6547,293.2167358398,298.0063476562
6548,293.2455139160,298.0581665039
6549,293.2742919922,298.1099853516
6550,293.3030700684,298.1618041992
6551,293.3318481445,298.2136230469
6552,293.3606262207,298.2654418945
6553,293.3894042969,298.3172607422
6554,293.4181823730,298.3690795898
6555,293.4469604492,298.4208984375
6556,293.4757385254,298.4727172852
6557,293.5045166016,298.5245361328
6558,293.5332946777,298.5763549805
6559,293.5620727539,298.6281738281
6560,293.5908508301,298.6799926758
6561,293.6196289062,298.7318115234
6562,293.6484069824,298.7836303711
6563,293.6771850586,298.8354492188
6564,293.7232360840,298.8872680664
6565,293.7692871094,298.9390869141
6566,293.8153381348,298.9909057617
6567,293.8613891602,299.0427246094
6568,293.9074401855,299.0945434570
6569,293.9534912109,299.1463623047
6570,293.9995422363,299.1981811523
6571,294.0455932617,299.2500000000
6572,294.0916442871,299.3018188477
6573,294.1376953125,299.3536376953
6574,294.1837463379,299.4054565430
6575,294.2297973633,299.4572753906
6576,294.2758483887,299.5090942383
6577,294.3218994141,299.5609130859
6578,294.3679504395,299.6098327637
6579,294.4140014648,299.6587524414
6580,294.4600524902,299.7076721191
6581,294.5061035156,299.7565917969
6582,294.5521545410,299.8055114746
6583,294.5982055664,299.8544311523
6584,294.6442565918,299.9033508301
6585,294.6903076172,299.9522705078
6586,294.7363586426,300.0011901855
6587,294.7824096680,300.0501098633
6588,294.8284606934,300.0990295410
6589,294.8745117188,300.1479492188
6590,294.9205627441,300.1968688965
6591,294.9666137695,300.2457885742
6592,295.0126647949,300.2947082520
6593,295.0587158203,300.3436279297
6594,295.1047668457,300.3925476074
6595,295.1508178711,300.4414672852
6596,295.1968688965,300.4903869629
6597,295.2429199219,300.5393066406
6598,295.2889709473,300.5882263184
6599,295.3378906250,300.6371459961
6600,295.3868103027,300.6860656738
6601,295.4357299805,300.7349853516
6602,295.4846496582,300.7839050293
6603,295.5335693359,300.8328247070
6604,295.5824890137,300.8817443848
6605,295.6314086914,300.9306640625
6606,295.6803283691,300.9795837402
6607,295.7292480469,301.0285034180
6608,295.7781677246,301.0774230957
6609,295.8270874023,301.1263427734
6610,295.8760070801,301.1752624512
6611,295.9249267578,301.2241821289
6612,295.9738464355,301.2731018066
6613,296.0227661133,301.3220214844
6614,296.0716857910,301.3709411621
6615,296.1206054688,301.4198608398
6616,296.1695251465,301.4687805176
6617,296.2184448242,301.5177001953
6618,296.2673645020,301.5666198730
6619,296.3162841797,301.6155395508
6620,296.3652038574,301.6644592285
6621,296.4141235352,301.7133789062
6622,296.4630432129,301.7622985840
6623,296.5119628906,301.8112182617
6624,296.5608825684,301.8601379395
6625,296.6098022461,301.9090576172
6626,296.6587219238,301.9579772949
6627,296.7076416016,302.0068969727
6628,296.7565612793,302.0558166504
6629,296.8054809570,302.1047363281
6630,296.8544006348,302.1536560059
6631,296.9033203125,302.2025756836
6632,296.9522399902,302.2514953613
6633,297.0011596680,302.3004150391
6634,297.0500793457,302.3493347168
6635,297.1018981934,302.3982543945
6636,297.1537170410,302.4471740723
6637,297.2055358887,302.4960937500
6638,297.2573547363,302.5450134277
6639,297.3091735840,302.5939331055
6640,297.3609924316,302.6428527832
6641,297.4128112793,302.6917724609
6642,297.4646301270,302.7406921387
6643,297.5164489746,302.7896118164
6644,297.5682678223,302.8385314941
6645,297.6200866699,302.8874511719
6646,297.6719055176,302.9363708496
6647,297.7237243652,302.9852905273
6648,297.7755432129,303.0342102051
6649,297.8273620605,303.0802612305
6650,297.8791809082,303.1263122559
6651,297.9309997559,303.1723632812
6652,297.9828186035,303.2184143066
6653,298.0346374512,303.2644653320
6654,298.0864562988,303.3105163574
6655,298.1382751465,303.3565673828
6656,298.1900939941,303.4026184082
6657,298.2419128418,303.4486694336
6658,298.2937316895,303.4947204590
6659,298.3455505371,303.5407714844
6660,298.3973693848,303.5868225098
6661,298.4491882324,303.6328735352
6662,298.5010070801,303.6789245605
6663,298.5528259277,303.7249755859
6664,298.6046447754,303.7710266113
6665,298.6564636230,303.8170776367
6666,298.7082824707,303.8631286621
6667,298.7601013184,303.9091796875
6668,298.8119201660,303.9552307129
6669,298.8637390137,304.0012817383
6670,298.9155578613,304.0473327637
6671,298.9644775391,304.0933837891
6672,299.0133972168,304.1394348145
6673,299.0623168945,304.1854858398
6674,299.1112365723,304.2315368652
6675,299.1601562500,304.2775878906
6676,299.2090759277,304.3236389160
6677,299.2579956055,304.3696899414
6678,299.3069152832,304.4157409668
6679,299.3558349609,304.4617919922
6680,299.4047546387,304.5078430176
6681,299.4536743164,304.5538940430
6682,299.5025939941,304.5999450684
6683,299.5515136719,304.6459960938
6684,299.6004333496,304.6920471191
6685,299.6493530273,304.7380981445
6686,299.6982727051,304.7841491699
6687,299.7471923828,304.8302001953
6688,299.7961120605,304.8762512207
6689,299.8450317383,304.9223022461
6690,299.8939514160,304.9683532715
6691,299.9428710938,305.0144042969
6692,299.9917907715,305.0604553223
6693,300.0407104492,305.1065063477
6694,300.0896301270,305.1525573730
6695,300.1385498047,305.1986083984
6696,300.1874694824,305.2446594238
6697,300.2363891602,305.2907104492
6698,300.2853088379,305.3367614746
6699,300.3342285156,305.3828125000
6700,300.3831481934,305.4288635254
6701,300.4320678711,305.4749145508
6702,300.4809875488,305.5209655762
6703,300.5299072266,305.5670166016
6704,300.5788269043,305.6130676270
6705,300.6277465820,305.6591186523
6706,300.6766662598,305.7051696777
6707,300.7255859375,305.7512207031
6708,300.7745056152,305.7972717285
6709,300.8234252930,305.8433227539
6710,300.8723449707,305.8893737793
6711,300.9212646484,305.9354248047
6712,300.9701843262,305.9814758301
6713,301.0191040039,306.0275268555
6714,301.0680236816,306.0735778809
6715,301.1169433594,306.1196289062
6716,301.1658630371,306.1656799316
6717,301.2147827148,306.2117309570
6718,301.2637023926,306.2577819824
6719,301.3126220703,306.3038330078
6720,301.3615417480,306.3498840332
6721,301.4104614258,306.3988037109
6722,301.4593811035,306.4477233887
6723,301.5083007812,306.4966430664
6724,301.5572204590,306.5455627441
6725,301.6061401367,306.5944824219
6726,301.6550598145,306.6434020996
6727,301.7039794922,306.6923217773
6728,301.7528991699,306.7412414551
6729,301.8018188477,306.7901611328
6730,301.8507385254,306.8390808105
6731,301.8996582031,306.8880004883
6732,301.9485778809,306.9369201660
6733,301.9974975586,306.9858398438
6734,302.0464172363,307.0347595215
6735,302.0953369141,307.0836791992
6736,302.1442565918,307.1325988770
6737,302.1931762695,307.1815185547
6738,302.2420959473,307.2304382324
6739,302.2910156250,307.2793579102
6740,302.3399353027,307.3282775879
6741,302.3888549805,307.3771972656
6742,302.4349060059,307.4261169434
6743,302.4809570312,307.4750366211
6744,302.5270080566,307.5239562988
6745,302.5730590820,307.5728759766
6746,302.6191101074,307.6217956543
6747,302.6651611328,307.6707153320
6748,302.7112121582,307.7196350098
6749,302.7572631836,307.7685546875
6750,302.8033142090,307.8174743652
6751,302.8493652344,307.8663940430
6752,302.8954162598,307.9153137207
6753,302.9414672852,307.9642333984
6754,302.9875183105,308.0131530762
6755,303.0335693359,308.0620727539
6756,303.0796203613,308.1109924316
6757,303.1256713867,308.1599121094
6758,303.1717224121,308.2088317871
6759,303.2177734375,308.2577514648
6760,303.2638244629,308.3066711426
6761,303.3098754883,308.3555908203
6762,303.3559265137,308.4045104980
6763,303.4019775391,308.4534301758
6764,303.4480285645,308.5023498535
6765,303.4940795898,308.5512695312
6766,303.5401306152,308.6001892090
6767,303.5861816406,308.6491088867
6768,303.6322326660,308.6980285645
6769,303.6782836914,308.7469482422
6770,303.7243347168,308.7958679199
6771,303.7703857422,308.8447875977
6772,303.8164367676,308.8937072754
6773,303.8624877930,308.9426269531
6774,303.9085388184,308.9915466309
6775,303.9545898438,309.0404663086
6776,304.0006408691,309.0893859863
6777,304.0466918945,309.1383056641
6778,304.0927429199,309.1872253418
6779,304.1387939453,309.2361450195
6780,304.1848449707,309.2850646973
6781,304.2308959961,309.3339843750
6782,304.2769470215,309.3829040527
6783,304.3229980469,309.4318237305
6784,304.3690490723,309.4807434082
6785,304.4151000977,309.5296630859
6786,304.4611511230,309.5785827637
6787,304.5072021484,309.6275024414
6788,304.5532531738,309.6764221191
6789,304.5993041992,309.7253417969
6790,304.6453552246,309.7742614746
6791,304.6914062500,309.8231811523
6792,304.7374572754,309.8721008301
6793,304.7835083008,309.9210205078
6794,304.8295593262,309.9699401855
6795,304.8756103516,310.0188598633
6796,304.9216613770,310.0677795410
6797,304.9677124023,310.1166992188
6798,305.0137634277,310.1656188965
6799,305.0598144531,310.2145385742
6800,305.1058654785,310.2634582520
6801,305.1519165039,310.3123779297
6802,305.1979675293,310.3612976074
6803,305.2440185547,310.4102172852
6804,305.2900695801,310.4591369629
6805,305.3361206055,310.5080566406
6806,305.3821716309,310.5569763184
6807,305.4282226562,310.6058959961
6808,305.4742736816,310.6548156738
6809,305.5203247070,310.7037353516
6810,305.5663757324,310.7526550293
6811,305.6124267578,310.8015747070
6812,305.6584777832,310.8504943848
6813,305.7045288086,310.8994140625
6814,305.7534484863,310.9483337402
6815,305.8023681641,310.9972534180
6816,305.8512878418,311.0461730957
6817,305.9002075195,311.0950927734
6818,305.9491271973,311.1440124512
6819,305.9980468750,311.1929321289
6820,306.0469665527,311.2418518066
6821,306.0958862305,311.2907714844
6822,306.1448059082,311.3396911621
6823,306.1937255859,311.3886108398
6824,306.2426452637,311.4375305176
6825,306.2915649414,311.4864501953
6826,306.3404846191,311.5353698730
6827,306.3894042969,311.5842895508
6828,306.4383239746,311.6361083984
6829,306.4872436523,311.6879272461
6830,306.5361633301,311.7397460938
6831,306.5850830078,311.7915649414
6832,306.6340026855,311.8433837891
6833,306.6829223633,311.8952026367
6834,306.7318420410,311.9470214844
6835,306.7807617188,311.9988403320
6836,306.8296813965,312.0506591797
6837,306.8786010742,312.1024780273
6838,306.9275207520,312.1542968750
6839,306.9764404297,312.2061157227
6840,307.0253601074,312.2579345703
6841,307.0742797852,312.3097534180
6842,307.1231994629,312.3615722656
6843,307.1721191406,312.4133911133
6844,307.2210388184,312.4652099609
6845,307.2699584961,312.5170288086
6846,307.3188781738,312.5688476562
6847,307.3677978516,312.6206665039
6848,307.4167175293,312.6724853516
6849,307.4656372070,312.7243041992
6850,307.5145568848,312.7761230469
6851,307.5634765625,312.8279418945
6852,307.6123962402,312.8797607422
6853,307.6613159180,312.9315795898
6854,307.7102355957,312.9833984375
6855,307.7591552734,313.0352172852
6856,307.8080749512,313.0870361328
6857,307.8569946289,313.1388549805
6858,307.9059143066,313.1906738281
6859,307.9548339844,313.2424926758
6860,308.0037536621,313.2943115234
6861,308.0526733398,313.3461303711
6862,308.1015930176,313.3979492188
6863,308.1505126953,313.4468688965
6864,308.1994323730,313.4957885742
6865,308.2483520508,313.5447082520
6866,308.2972717285,313.5936279297
6867,308.3461914062,313.6425476074
6868,308.3951110840,313.6914672852
6869,308.4440307617,313.7403869629
6870,308.4929504395,313.7893066406
6871,308.5418701172,313.8382263184
6872,308.5907897949,313.8871459961
6873,308.6397094727,313.9360656738
6874,308.6886291504,313.9849853516
6875,308.7375488281,314.0339050293
6876,308.7864685059,314.0828247070
6877,308.8353881836,314.1317443848
6878,308.8843078613,314.1806640625
6879,308.9332275391,314.2295837402
6880,308.9821472168,314.2785034180
6881,309.0310668945,314.3274230957
6882,309.0799865723,314.3763427734
6883,309.1289062500,314.4252624512
6884,309.1778259277,314.4741821289
6885,309.2267456055,314.5231018066
6886,309.2756652832,314.5720214844
6887,309.3245849609,314.6209411621
6888,309.3735046387,314.6698608398
6889,309.4224243164,314.7187805176
6890,309.4713439941,314.7677001953
6891,309.5202636719,314.8166198730
6892,309.5691833496,314.8655395508
6893,309.6181030273,314.9144592285
6894,309.6670227051,314.9633789062
6895,309.7159423828,315.0122985840
6896,309.7648620605,315.0612182617
6897,309.8137817383,315.1101379395
6898,309.8627014160,315.1590576172
6899,309.9116210938,315.2425231934
6900,309.9605407715,315.3259887695
6901,310.0094604492,315.4094543457
6902,310.0583801270,315.4929199219
6903,310.1072998047,315.5763854980
6904,310.1562194824,315.6598510742
6905,310.2051391602,315.7433166504
6906,310.2540588379,315.8267822266
6907,310.3029785156,315.9102478027
6908,310.3518981934,315.9937133789
6909,310.4008178711,316.0771789551
6910,310.4497375488,316.1606445312
6911,310.4986572266,316.2441101074
6912,310.5475769043,316.3275756836
6913,310.5964965820,316.4110412598
6914,310.6454162598,316.4945068359
6915,310.6943359375,316.5779724121
6916,310.7432556152,316.6614379883
6917,310.7921752930,316.7449035645
6918,310.8410949707,316.8283691406
6919,310.8900146484,316.9118347168
6920,310.9389343262,316.9953002930
6921,310.9907531738,317.0787658691
6922,311.0425720215,317.1622314453
6923,311.0943908691,317.2456970215
6924,311.1462097168,317.3291625977
6925,311.1980285645,317.4126281738
6926,311.2498474121,317.4960937500
6927,311.3016662598,317.5795593262
6928,311.3534851074,317.6630249023
6929,311.4053039551,317.7464904785
6930,311.4571228027,317.8299560547
6931,311.5089416504,317.9134216309
6932,311.5607604980,317.9968872070
6933,311.6125793457,318.0803527832
6934,311.6643981934,318.1638183594
6935,311.7162170410,318.2472839355
6936,311.7680358887,318.3307495117
6937,311.8198547363,318.4142150879
6938,311.8716735840,318.4976806641
6939,311.9234924316,318.5811462402
6940,311.9753112793,318.6646118164
6941,312.0271301270,318.7480773926
6942,312.0789489746,318.8315429688
6943,312.1307678223,318.9150085449
6944,312.1825866699,318.9984741211
6945,312.2344055176,319.0819396973
6946,312.2862243652,319.1654052734
6947,312.3380432129,319.2488708496
6948,312.3898620605,319.3323364258
6949,312.4416809082,319.4158020020
6950,312.4934997559,319.4992675781
6951,312.5453186035,319.5827331543
6952,312.5971374512,319.6661987305
6953,312.6489562988,319.7496643066
6954,312.7007751465,319.8331298828
6955,312.7525939941,319.9165954590
6956,312.8015136719,320.0000610352
6957,312.8504333496,320.0835266113
6958,312.8993530273,320.1669921875
6959,312.9482727051,320.2504577637
6960,312.9971923828,320.3339233398
6961,313.0461120605,320.4173889160
6962,313.0950317383,320.5008544922
6963,313.1439514160,320.5843200684
6964,313.1928710938,320.6677856445
6965,313.2417907715,320.7512512207
6966,313.2907104492,320.8347167969
6967,313.3396301270,320.9181823730
6968,313.3885498047,321.0016479492
6969,313.4374694824,321.0851135254
6970,313.4863891602,321.1685791016
6971,313.5353088379,321.2520446777
6972,313.5842285156,321.3355102539
6973,313.6331481934,321.4189758301
6974,313.6820678711,321.5024414062
6975,313.7309875488,321.5859069824
6976,313.7799072266,321.6693725586
6977,313.8288269043,321.7528381348
6978,313.8777465820,321.8363037109
6979,313.9266662598,321.9197692871
6980,313.9755859375,322.0032348633
6981,314.0245056152,322.0867004395
6982,314.0734252930,322.1701660156
6983,314.1223449707,322.2536315918
6984,314.1712646484,322.3370971680
6985,314.2201843262,322.4205627441
6986,314.2691040039,322.5040283203
6987,314.3180236816,322.5874938965
6988,314.3669433594,322.6709594727
6989,314.4158630371,322.7544250488
6990,314.4647827148,322.8378906250
6991,314.5137023926,322.9213562012
6992,314.5971679688,323.0048217773
6993,314.6806335449,323.0882873535
6994,314.7640991211,323.1717529297
6995,314.8475646973,323.2552185059
6996,314.9310302734,323.3386840820
6997,315.0144958496,323.4221496582
6998,315.0979614258,323.5056152344
6999,315.1814270020,323.5890808105
7000,315.2648925781,323.6725463867
7001,315.3483581543,323.7560119629
7002,315.4318237305,323.8394775391
7003,315.5152893066,323.9229431152
7004,315.5987548828,324.0064086914
7005,315.6822204590,324.0898742676
7006,315.7656860352,324.1733398438
7007,315.8491516113,324.2568054199
7008,315.9326171875,324.3402709961
7009,316.0160827637,324.4237365723
7010,316.0995483398,324.5072021484
7011,316.1830139160,324.5906677246
7012,316.2664794922,324.6741333008
7013,316.3499450684,324.7575988770
7014,316.4334106445,324.8410644531
7015,316.5168762207,324.9245300293
7016,316.6003417969,325.0079956055
7017,316.6838073730,325.0914611816
7018,316.7672729492,325.1749267578
7019,316.8507385254,325.2583923340
7020,316.9342041016,325.3418579102
7021,317.0176696777,325.4253234863
7022,317.1011352539,325.5087890625
7023,317.1846008301,325.5922546387
7024,317.2680664062,325.6757202148
7025,317.3515319824,325.7591857910
7026,317.4349975586,325.8426513672
7027,317.5184631348,325.9261169434
7028,317.6019287109,326.0095825195
7029,317.6853942871,326.0930480957
7030,317.7688598633,326.1765136719
7031,317.8523254395,326.2599792480
7032,317.9357910156,326.3434448242
7033,318.0192565918,326.4269104004
7034,318.1027221680,326.5103759766
7035,318.1861877441,326.5938415527
7036,318.2696533203,326.6773071289
7037,318.3531188965,326.7607727051
7038,318.4365844727,326.8442382812
7039,318.5200500488,326.9277038574
7040,318.6035156250,327.0111694336
7041,318.6869812012,327.0946350098
7042,318.7704467773,327.1378173828
7043,318.8539123535,327.1809997559
7044,318.9373779297,327.2241821289
7045,319.0208435059,327.2673645020
7046,319.1043090820,327.3105468750
7047,319.1877746582,327.3537292480
7048,319.2712402344,327.3969116211
7049,319.3547058105,327.4400939941
7050,319.4381713867,327.4832763672
7051,319.5216369629,327.5264587402
7052,319.6051025391,327.5696411133
7053,319.6885681152,327.6128234863
7054,319.7720336914,327.6560058594
7055,319.8554992676,327.6991882324
7056,319.9389648438,327.7423706055
7057,320.0224304199,327.7855529785
7058,320.1058959961,327.8287353516
7059,320.1893615723,327.8719177246
7060,320.2728271484,327.9151000977
7061,320.3562927246,327.9582824707
7062,320.4397583008,328.0014648438
7063,320.5232238770,328.0446472168
7064,320.6066894531,328.0878295898
7065,320.6901550293,328.1310119629
7066,320.7736206055,328.1741943359
7067,320.8570861816,328.2173767090
7068,320.9405517578,328.2605590820
7069,321.0240173340,328.3037414551
7070,321.1074829102,328.3469238281
7071,321.1909484863,328.3901062012
7072,321.2744140625,328.4332885742
7073,321.3578796387,328.4764709473
7074,321.4413452148,328.5196533203
7075,321.5248107910,328.5628356934
7076,321.6082763672,328.6060180664
7077,321.6917419434,328.6492004395
7078,321.7752075195,328.6923828125
7079,321.8586730957,328.7355651855
7080,321.9421386719,328.7787475586
7081,322.0256042480,328.8219299316
7082,322.1090698242,328.8651123047
7083,322.1925354004,328.9082946777
7084,322.2760009766,328.9514770508
7085,322.3594665527,328.9946594238
7086,322.4429321289,329.0378417969
7087,322.5263977051,329.0810241699
7088,322.6098632812,329.1242065430
7089,322.6933288574,329.1673889160
7090,322.7767944336,329.2105712891
7091,322.8602600098,329.2537536621
7092,322.9437255859,329.2969360352
7093,323.0271911621,329.3401184082
7094,323.1106567383,329.3833007812
7095,323.1941223145,329.4264831543
7096,323.2775878906,329.4696655273
7097,323.3610534668,329.5128479004
7098,323.4445190430,329.5560302734
7099,323.5279846191,329.5992126465
7100,323.6114501953,329.6423950195
7101,323.6949157715,329.6855773926
7102,323.7783813477,329.7287597656
7103,323.8618469238,329.7719421387
7104,323.9453125000,329.8151245117
7105,324.0287780762,329.8583068848
7106,324.1122436523,329.9014892578
7107,324.1957092285,329.9446716309
7108,324.2791748047,329.9878540039
7109,324.3626403809,330.0310363770
7110,324.4461059570,330.0742187500
7111,324.5295715332,330.1174011230
7112,324.6130371094,330.1605834961
7113,324.6965026855,330.2066345215
7114,324.7799682617,330.2526855469
7115,324.8634338379,330.2987365723
7116,324.9468994141,330.3447875977
7117,325.0303649902,330.3908386230
7118,325.1138305664,330.4368896484
7119,325.1972961426,330.4829406738
7120,325.2807617188,330.5289916992
7121,325.3642272949,330.5750427246
7122,325.4476928711,330.6210937500
7123,325.5311584473,330.6671447754
7124,325.6146240234,330.7131958008
7125,325.6980895996,330.7592468262
7126,325.7815551758,330.8052978516
7127,325.8650207520,330.8513488770
7128,325.9484863281,330.8973999023
7129,326.0319519043,330.9434509277
7130,326.1154174805,330.9895019531
7131,326.1988830566,331.0355529785
7132,326.2823486328,331.0816040039
7133,326.3658142090,331.1276550293
7134,326.4492797852,331.1737060547
7135,326.4924621582,331.2197570801
7136,326.5356445312,331.2658081055
7137,326.5788269043,331.3118591309
7138,326.6220092773,331.3579101562
7139,326.6651916504,331.4039611816
7140,326.7083740234,331.4500122070
7141,326.7515563965,331.4960632324
7142,326.7947387695,331.5421142578
7143,326.8379211426,331.5881652832
7144,326.8811035156,331.6342163086
7145,326.9242858887,331.6802673340
7146,326.9674682617,331.7263183594
7147,327.0106506348,331.7723693848
7148,327.0538330078,331.8184204102
7149,327.0970153809,331.8616027832
7150,327.1401977539,331.9047851562
7151,327.1833801270,331.9479675293
7152,327.2265625000,331.9911499023
7153,327.2697448730,332.0343322754
7154,327.3129272461,332.0775146484
7155,327.3561096191,332.1206970215
7156,327.3992919922,332.1638793945
7157,327.4424743652,332.2070617676
7158,327.4856567383,332.2502441406
7159,327.5288391113,332.2934265137
7160,327.5720214844,332.3366088867
7161,327.6152038574,332.3797912598
7162,327.6583862305,332.4229736328
7163,327.7015686035,332.4661560059
7164,327.7447509766,332.5093383789
7165,327.7879333496,332.5525207520
7166,327.8311157227,332.5957031250
7167,327.8742980957,332.6388854980
7168,327.9174804688,332.6820678711
7169,327.9606628418,332.7252502441
7170,328.0038452148,332.7684326172
7171,328.0470275879,332.8116149902
7172,328.0902099609,332.8547973633
7173,328.1333923340,332.8979797363
7174,328.1765747070,332.9411621094
7175,328.2197570801,332.9843444824
7176,328.2629394531,333.0275268555
7177,328.3061218262,333.0707092285
7178,328.3493041992,333.1138916016
7179,328.3924865723,333.1570739746
7180,328.4356689453,333.2002563477
7181,328.4788513184,333.2434387207
7182,328.5220336914,333.2866210938
7183,328.5652160645,333.3298034668
7184,328.6083984375,333.3729858398
