index,value
1430,136.48660
1431,136.03661
1432,135.58661
1433,135.13661
1434,134.68661
1435,134.23662
1436,133.78662
1437,133.33662
1438,132.88663
1439,132.43663
1440,131.98663
1441,131.53664
1442,131.08664
1443,130.63664
1444,130.18665
1445,129.73665
1446,129.28665
1447,128.83665
1448,128.38666
1449,127.93666
1450,127.48666
1451,127.03667
1452,126.58667
1453,126.13667
1454,125.68668
1455,125.23668
1456,124.78668
1457,124.33669
1458,123.88669
1459,123.43669
1460,122.98669
1461,122.53670
1462,122.08670
1463,121.63670
1464,121.18671
1465,120.73671
1466,120.28671
1467,119.83672
1468,119.38672
1469,118.93672
1470,118.48672
1471,118.03673
1472,117.58673
1473,117.13673
1474,116.68674
1475,116.23674
1476,115.78674
1477,115.33675
1478,114.88675
1479,114.43675
1480,113.98676
1481,113.53676
1482,113.08676
1483,112.63676
1484,112.18677
1485,111.73677
1486,111.28677
1487,110.83678
1488,110.38678
1489,109.93678
1490,109.48679
1491,109.03679
1492,108.58679
1493,108.13680
1494,107.68680
1495,107.23680
1496,106.78680
1497,106.33681
1498,105.88681
1499,105.43681
1500,104.98682
1501,104.53682
1502,104.08682
1503,103.63683
1504,103.18683
1505,102.73683
1506,102.28683
1507,101.83684
1508,101.38684
1509,100.93684
1510,100.48685
1511,100.03685
1512,99.58685
1513,99.13686
1514,98.68686
1515,98.23686
1516,97.78687
1517,97.33687
1518,96.88687
1519,96.43687
1520,95.98688
1521,95.53688
1522,95.08688
1523,94.63689
1524,94.18689
1525,93.73689
1526,93.28690
1527,92.83690
1528,92.38690
1529,91.93690
1530,91.48691
1531,91.03691
1532,90.58691
1533,90.13692
1534,89.68692
1535,89.23692
1536,88.78693
1537,88.33693
1538,87.88693
1539,87.43694
1540,86.98694
1541,86.53694
1542,86.08694
1543,85.63695
1544,85.18695
1545,84.73695
1546,84.28696
1547,83.83696
1548,83.38696
1549,82.93697
1550,82.48697
1551,82.03697
1552,81.58698
1553,81.13698
1554,80.68698
1555,80.23698
1556,79.78699
1557,79.33699
1558,78.88699
1559,78.43700
1560,77.98700
1561,77.53700
1562,77.08701
1563,76.63701
1564,76.18701
1565,75.73701
1566,75.28702
1567,74.83702
1568,74.38702
1569,73.93703
1570,73.48703
1571,73.03703
1572,72.58704
1573,72.13704
1574,71.68704
1575,71.23705
1576,70.78705
1577,70.33705
1578,69.88705
1579,69.43706
1580,68.98706
1581,68.53706
1582,68.08707
1583,67.63707
1584,67.18707
1585,66.73708
1586,66.28708
1587,65.83708
1588,65.38708
1589,64.93709
1590,64.48709
1591,64.03709
1592,63.58709
1593,63.13709
1594,62.68709
1595,62.23709
1596,61.78709
1597,61.33709
1598,60.88709
1599,60.43709
1600,59.98709
1601,59.53709
1602,59.08709
1603,58.63708
1604,58.18708
1605,57.73708
1606,57.28708
1607,56.83708
1608,56.38708
1609,55.93708
1610,55.48708
1611,55.03708
1612,54.58708
1613,54.13708
1614,53.68708
1615,53.23708
1616,52.78708
1617,52.33707
1618,51.88707
1619,51.43707
1620,50.98707
1621,50.53707
1622,50.08707
1623,49.63707
1624,49.18707
1625,48.73707
1626,48.28707
1627,47.83707
1628,47.38707
1629,46.93707
1630,46.48706
1631,46.03706
1632,45.58706
1633,45.13706
1634,44.68706
1635,44.23706
1636,43.78706
1637,43.33706
1638,42.88706
1639,42.43706
1640,41.98706
1641,41.53706
1642,41.08706
1643,40.63705
1644,40.18705
1645,39.73705
1646,39.28705
1647,38.83705
1648,38.38705
1649,37.93705
1650,37.48705
1651,37.03705
1652,36.58705
1653,36.13705
1654,35.68705
1655,35.23705
1656,34.78704
1657,34.33704
1658,33.88704
1659,33.43704
1660,32.98704
1661,32.53704
1662,32.08704
1663,31.63704
1664,31.18704
1665,30.73704
1666,30.28704
1667,29.83704
1668,29.38704
1669,28.93703
1670,28.48703
1671,28.03703
1672,27.58703
1673,27.13703
1674,26.68703
1675,26.23703
1676,25.78703
1677,25.33703
1678,24.88703
1679,24.43703
1680,23.98703
1681,23.53703
1682,23.08702
1683,22.63702
1684,22.18702
1685,21.73702
1686,21.28702
1687,20.83702
1688,20.38702
1689,19.93702
1690,19.48702
1691,19.03702
1692,18.58702
1693,18.13702
1694,17.68702
1695,17.23701
1696,16.78701
1697,16.33701
1698,15.88701
1699,15.43701
1700,14.98701
1701,14.53701
1702,14.08701
1703,13.63701
1704,13.18701
1705,12.73701
1706,12.28701
1707,11.83702
1708,11.38702
1709,10.93702
1710,10.48702
1711,10.03702
1712,9.58702
1713,9.13702
1714,8.68702
1715,8.23702
1716,7.78702
1717,7.33702
1718,6.88702
1719,6.43702
1720,5.98702
1721,5.53702
1722,5.08702
1723,4.63702
1724,4.18702
1725,3.73702
1726,3.28702
1727,2.83702
1728,2.38702
1729,1.93702
1730,1.48702
1731,1.03702
1732,0.58702
1733,0.13702
1734,-0.31298
1735,-0.76298
1736,-1.21298
1737,-1.66298
1738,-2.11298
1739,-2.56298
1740,-3.01298
1741,-3.46298
1742,-3.91298
1743,-4.36298
1744,-4.81298
1745,-5.26298
1746,-5.71298
1747,-6.16298
1748,-6.61298
1749,-7.06298
1750,-7.51298
1751,-7.96298
1752,-8.41298
1753,-8.86298
1754,-9.31298
1755,-9.76298
1756,-10.21298
1757,-10.66298
1758,-11.11298
1759,-11.56298
1760,-12.01298
1761,-12.46298
1762,-12.91298
1763,-13.36298
1764,-13.81298
1765,-14.26298
1766,-14.71298
1767,-15.16298
1768,-15.61298
1769,-16.06298
1770,-16.51298
1771,-16.96298
1772,-17.41298
1773,-17.86298
1774,-18.31298
1775,-18.76298
1776,-19.21298
1777,-19.66298
1778,-20.11299
1779,-20.56299
1780,-21.01299
1781,-21.46299
1782,-21.91299
1783,-22.36299
1784,-22.81299
1785,-23.26299
1786,-23.71299
1787,-24.16299
1788,-24.61299
1789,-25.06299
1790,-25.51299
1791,-25.96300
1792,-26.41300
1793,-26.86300
1794,-27.31300
1795,-27.76300
1796,-28.21300
1797,-28.66300
1798,-29.11300
1799,-29.56300
1800,-30.01300
1801,-30.46300
1802,-30.91300
1803,-31.36300
1804,-31.81301
1805,-32.26300
1806,-32.71301
1807,-33.16301
1808,-33.61301
1809,-34.06301
1810,-34.51301
1811,-34.96301
1812,-35.41301
1813,-35.86301
1814,-36.31301
1815,-36.76301
1816,-37.21301
1817,-37.66301
1818,-38.11301
1819,-38.56301
1820,-39.01302
1821,-39.46302
1822,-39.91302
1823,-40.36302
1824,-40.81302
1825,-41.26302
1826,-41.71302
1827,-42.16302
1828,-42.61302
1829,-43.06302
1830,-43.51302
1831,-43.96302
1832,-44.41302
1833,-44.86303
1834,-45.31303
1835,-45.76303
1836,-46.21303
1837,-46.66303
1838,-47.11303
1839,-47.56303
1840,-48.01303
1841,-48.46303
