index,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21
20,816.4558716,815.993103,816.9095459,794.909668,872.6789551,818.1210938,816.4558716,806.7416992,809.1120605,812.6575928,852.6575928,804,810.9896851,850.9896851,810.9631348,814.4003906,805.8005371,845.8005371,809.9997559,811.8765259,829.4003906,850.1584473
21,816.3230591,815.8106689,816.8071289,794.6502075,872.3706055,818.0771484,816.3230591,806.6796265,808.2960815,812.3510132,852.3510132,803.75,810.2445068,850.2445068,809.947937,814.1704102,805.140564,845.140564,809.5497437,811.1085815,829.1704102,849.9663696
22,816.1902466,815.6160278,816.6918945,794.3907471,872.0237427,818.0332031,816.1902466,806.6175537,807.7920532,812.0252686,852.0252686,803.5,809.4993286,849.4993286,809.4421997,813.9404297,804.4805908,844.4805908,809.0997314,810.3406372,828.9404297,849.774292
23,816.0574341,815.4550781,816.5809326,794.1312866,871.6768799,817.9892578,816.0574341,806.555481,807.2880249,811.6995239,851.6995239,803.25,808.7541504,848.7541504,809.1542969,813.7104492,803.8206177,843.8206177,808.6497192,809.5726929,828.7104492,849.5822144
24,815.9246216,815.3033447,816.463623,793.8718262,871.3685303,817.9453125,815.9246216,806.4624023,806.7839966,811.3737793,851.3737793,803,808.0355835,848.0355835,808.866394,813.4804688,803.1606445,843.1606445,808.199707,808.8312378,828.4804688,849.3901367
25,815.7918091,815.161438,816.3581543,793.6123657,871.0601807,817.9013672,815.7918091,806.3693237,806.2799683,811.0480347,851.0480347,802.75,807.3170166,847.3170166,808.5784912,813.2504883,802.5006714,842.5006714,807.7496948,808.0897827,828.2504883,849.1980591
26,815.6589966,815.0194702,816.2461548,793.3528442,870.7518311,817.8574219,815.6589966,806.2762451,805.7519531,810.72229,850.72229,802.5,806.5984497,846.5984497,808.2905884,813.0205078,801.8406982,841.8406982,807.2996826,807.3483276,828.0205078,849.0059814
27,815.5261841,814.8085327,816.1293335,793.0933228,870.4434814,817.8134766,815.5261841,806.1831665,805.223938,810.3965454,850.3965454,802.25,806.2525024,846.2525024,808.0026855,812.7905273,801.1807251,841.1807251,806.8496704,806.6068726,827.7905273,848.8139038
28,815.3933716,814.6315308,816.0227051,792.8338013,870.1351318,817.7695313,815.3933716,806.0900879,804.6959229,810.0708008,850.0708008,802,805.9065552,845.9065552,807.7147827,812.5605469,800.520752,840.520752,806.3996582,805.8389282,827.5605469,848.6218262
29,815.2605591,814.4545288,815.9083862,792.5742798,869.8267822,817.7255859,815.2605591,805.9970093,804.1679077,809.7450562,849.7450562,801.75,805.5606079,845.5606079,807.4268799,812.3305664,799.8607788,839.8607788,805.949646,805.0709839,827.3305664,848.4297485
30,815.1277466,814.286438,815.7894287,792.3147583,869.4799194,817.6816406,815.1277466,805.9039307,803.6398926,809.4193115,849.4193115,801.5,805.2146606,845.2146606,807.4268799,812.1005859,799.2008057,839.2008057,805.4996338,804.3030396,827.1005859,848.2376709
31,814.9949341,814.1433716,815.6854858,792.0752563,869.1330566,817.6376953,814.9949341,805.8108521,803.1358643,809.0935669,849.0935669,801.25,804.8687134,844.8687134,807.4268799,811.8706055,798.5408325,838.5408325,805.0496216,803.2702637,826.8706055,848.0455933
32,814.8621216,813.9445801,815.5621338,791.8357544,868.824707,817.59375,814.8621216,805.7177734,802.6318359,808.7678223,848.7678223,801,804.5227661,844.5227661,807.4268799,811.640625,797.8808594,837.8808594,804.5996094,802.2374878,826.640625,847.8535156
33,814.7293091,813.7901611,815.4528809,791.5962524,868.5163574,817.5498047,814.7293091,805.6246948,802.1278076,808.4612427,848.4612427,800.75,804.1768188,844.1768188,807.1677856,811.4106445,797.2208862,837.2208862,804.1495972,801.2047119,826.4106445,847.661438
34,814.5964966,813.5977173,815.3533936,791.3567505,868.2080078,817.5058594,814.5964966,805.5316162,801.6237793,808.1546631,848.1546631,800.5,803.8308716,843.8308716,806.9086914,811.1806641,796.5609131,836.5609131,803.699585,800.171936,826.1806641,847.4693604
35,814.4636841,813.4371948,815.2278442,791.1172485,867.8996582,817.4619141,814.4636841,805.4385376,801.2877808,807.8480835,847.8480835,800.25,803.4849243,843.4849243,806.6495972,810.9506836,795.9009399,835.9009399,803.2495728,799.1391602,825.9506836,847.2772827
36,814.3308716,813.2585449,815.0795288,790.8777466,867.5913086,817.4179688,814.3308716,805.345459,800.9517822,807.5415039,847.5415039,800,803.1389771,843.1389771,806.3905029,810.7207031,795.2409668,835.2409668,802.7995605,798.1063843,825.7207031,847.0852051
37,814.1980591,813.1166382,814.9537964,790.6382446,867.282959,817.3740234,814.1980591,805.2523804,800.6157837,807.2349243,847.2349243,799.75,802.7930298,842.7930298,806.1026001,810.4907227,794.5809937,834.5809937,802.3495483,797.0736084,825.4907227,846.8931274
38,814.0652466,812.9481812,814.8301392,790.3987427,866.9360962,817.3300781,814.0652466,805.1593018,800.2797852,806.9091797,846.9091797,799.5,802.4470825,842.4470825,805.8146973,810.2607422,793.9210205,833.9210205,801.8995361,796.0408325,825.2607422,846.7010498
39,813.9324341,812.8004761,814.7352905,790.1592407,866.5892334,817.2861328,813.9324341,805.0662231,799.9437866,806.5834351,846.5834351,799.25,802.1277466,842.1277466,805.5267944,810.0307617,793.2610474,833.2610474,801.4495239,794.9815674,825.0307617,846.5089722
40,813.7996216,812.6468506,814.632019,789.9197388,866.2808838,817.2421875,813.7996216,804.9472046,799.6077881,806.2576904,846.2576904,799,801.8084106,841.8084106,805.2388916,809.8007813,792.6010742,832.6010742,800.9995117,793.9223022,824.8007813,846.3168945
41,813.6668091,812.4506226,814.5038452,789.6602783,865.9725342,817.1982422,813.6668091,804.4819336,799.2717896,805.9319458,845.9319458,798.75,801.4890747,841.4890747,804.9509888,809.5708008,791.9411011,831.9411011,800.5494995,792.8630371,824.5708008,846.1248169
42,813.5339966,812.2885132,814.3637695,789.4007568,865.6641846,817.1542969,813.5339966,804.0166626,798.935791,805.6062012,845.6062012,798.5,801.1697388,841.1697388,804.6630859,809.3408203,791.2811279,831.2811279,800.0994873,791.803772,824.3408203,845.9327393
43,813.4011841,812.1446533,814.2472534,789.1412354,865.355835,817.1103516,813.4011841,803.5513916,798.5997925,805.2804565,845.2804565,798.25,800.8504028,840.8504028,804.3751831,809.1108398,790.6211548,830.6211548,799.6494751,790.7709961,824.1108398,845.7406616
44,813.2683716,811.9725952,814.1343384,788.8817139,865.0474854,817.0664063,813.2683716,803.0861206,798.2398071,804.9547119,844.9547119,798,800.5310669,840.5310669,803.9698486,808.8808594,789.9611816,829.9611816,799.1994629,789.7382202,823.8808594,845.548584
45,813.1355591,811.8024292,814.0232544,788.6221924,864.7391357,817.0224609,813.1355591,802.6208496,797.8798218,804.6289673,844.6289673,797.75,800.211731,840.211731,803.4622192,808.6508789,789.3012085,829.3012085,798.7494507,788.7054443,823.6508789,845.3565063
46,813.0027466,811.6651001,813.8903809,788.3626709,864.3922729,816.9785156,813.0027466,802.1555786,797.5198364,804.3032227,844.3032227,797.5,799.892395,839.892395,802.9545898,808.4208984,788.6412354,828.6412354,798.2994385,787.6726685,823.4208984,845.1644287
47,812.8699341,811.4887085,813.7911987,788.1231689,864.0454102,816.7147827,812.8699341,801.6903076,797.1598511,803.977478,843.977478,797.25,799.5730591,839.5730591,802.4469604,808.190918,787.9812622,827.9812622,797.8494263,786.6398926,823.190918,844.9723511
48,812.7371216,811.2956543,813.6558838,787.883667,863.7370605,816.4510498,812.7371216,801.2250366,795.5518799,803.6517334,843.6517334,797,799.2537231,839.2537231,801.9393311,807.9609375,787.3212891,827.3212891,797.3994141,785.6071167,822.9609375,844.7802734
49,812.6043091,811.1356812,813.5351563,787.644165,863.4287109,816.1873169,812.6043091,800.7597656,793.9439087,803.3451538,843.3451538,796.75,798.9343872,838.9343872,801.4035034,807.730957,786.6613159,826.6613159,796.9494019,784.6004639,822.730957,844.5881958
50,812.4714966,810.9840088,813.4315186,787.4046631,863.1203613,815.923584,812.4714966,800.2944946,792.3359375,803.0385742,843.0385742,796.5,798.6150513,838.6150513,800.8676758,807.5009766,786.0013428,826.0013428,796.4993896,784.383606,822.5009766,844.3961182
51,812.3386841,810.8490601,813.3337402,787.1651611,862.8120117,815.6598511,812.3386841,799.8292236,790.7279663,802.7319946,842.7319946,796.25,798.2957153,838.2957153,800.5428467,807.2709961,785.3413696,825.3413696,796.0493774,784.166748,822.2709961,844.2040405
52,812.2058716,810.6474609,813.201355,786.9056396,862.5036621,815.3961182,812.2058716,799.3639526,789.0959473,802.425415,842.425415,796,797.9763794,837.9763794,800.5428467,807.0410156,784.6813965,824.6813965,795.5993652,783.9498901,822.0410156,844.0119629
53,812.0730591,810.4865723,813.0870972,786.6461182,862.1953125,815.1323853,812.0730591,798.8986816,787.4639282,802.1188354,842.1188354,795.75,797.6570435,837.6570435,800.5428467,806.8110352,784.0214233,824.0214233,795.149353,783.7601318,821.8110352,843.8198853
54,811.9402466,810.3258667,812.9567871,786.3865967,861.8484497,814.8686523,811.9402466,798.4334106,785.8319092,801.7930908,841.7930908,795.5,797.3377075,837.3377075,800.5428467,806.5810547,783.3614502,823.3614502,794.6993408,783.5703735,821.5810547,843.6278076
55,811.8074341,810.1533203,812.8295288,786.1270752,861.5015869,814.6049194,811.8074341,797.9681396,784.1998901,801.4673462,841.4673462,795.25,797.0183716,837.0183716,800.5428467,806.3510742,782.7014771,822.7014771,794.2493286,783.3806152,821.3510742,843.43573
56,811.6746826,810.0193481,812.6954346,785.8675537,861.1932373,814.3411865,811.6746826,797.5028687,782.5678711,801.1416016,841.1416016,795,796.6990356,836.6990356,800.5428467,806.1210938,782.0415039,822.0415039,793.7993164,783.1908569,821.1210938,843.2436523
57,811.5420532,809.8647461,812.5940552,785.6080322,860.8848877,814.0774536,811.5420532,797.0375977,780.9358521,800.8158569,840.8158569,794.75,796.3796997,836.3796997,800.5428467,805.8911133,781.3815308,821.3815308,793.3493042,782.973999,820.8911133,843.0515747
58,811.4094238,809.7248535,812.4718628,785.3485107,860.5765381,813.8137207,811.4094238,796.5723267,779.303833,800.4901123,840.4901123,794.5,796.0603638,836.0603638,800.5428467,805.6611328,780.7215576,820.7215576,792.899292,782.7571411,820.6611328,842.8594971
59,811.2767944,809.5836182,812.3538818,785.0889893,860.2681885,813.5499878,811.2767944,796.1070557,777.671814,800.1643677,840.1643677,794.25,795.7410278,835.7410278,800.1866455,805.4311523,780.0615845,820.0615845,792.4492798,782.5402832,820.4311523,842.6674194
60,811.1535645,809.3912354,812.2571411,784.8294678,859.9598389,813.2862549,811.1535645,795.6417847,776.0397949,799.838623,839.838623,794,795.4216919,835.4216919,799.7319336,805.2011719,779.4016113,819.4016113,791.9992676,782.3234253,820.2011719,842.4753418
61,811.0309448,809.2330933,812.1345825,784.5699463,859.6514893,813.022522,811.0309448,795.1765137,776.0397949,799.5128784,839.5128784,793.75,795.102356,835.102356,799.2772217,804.9711914,778.7416382,818.7416382,791.5492554,782.133667,819.9711914,842.2832642
62,810.9083252,809.0748291,812.0055542,784.3104858,859.3046265,812.7587891,810.9083252,794.7112427,776.0397949,799.1871338,839.1871338,793.5,794.8096313,834.8096313,798.8225098,804.7412109,778.081665,818.081665,791.0992432,781.9439087,819.7412109,842.0911865
63,810.7857056,808.9259644,811.880249,784.0510254,858.9577637,812.4950562,810.7857056,794.2459717,776.0397949,798.8613892,838.8613892,793.25,794.5169067,834.5169067,798.3677979,804.5112305,777.4216919,817.4216919,790.649231,781.7541504,819.5112305,841.8991089
64,810.6630859,808.75,811.7546997,783.7915649,858.6494141,812.2313232,810.6630859,793.7807007,776.0397949,798.5356445,838.5356445,793,794.2241821,834.2241821,797.9130859,804.28125,776.7617188,816.7617188,790.1992188,781.5643921,819.28125,841.7070313
65,810.5404663,808.600769,811.6328125,783.5321045,858.3410645,811.9675903,810.5404663,793.3154297,776.0397949,798.2290649,838.2290649,792.75,793.9314575,833.9314575,797.458374,804.0512695,776.1017456,816.1017456,789.7492065,781.3475342,819.0512695,841.5149536
66,810.4178467,808.4505005,811.5153198,783.272644,858.0327148,811.7038574,810.4178467,792.8501587,776.0397949,797.9224854,837.9224854,792.5,793.6121216,833.6121216,797.2974854,803.8212891,775.4417725,815.4417725,789.2991943,781.1306763,818.8212891,841.322876
67,810.2952271,808.2929688,811.4122925,783.0131226,857.7243652,811.4401245,810.2952271,792.7570801,776.0397949,797.6159058,837.6159058,792.25,793.2927856,833.2927856,797.2974854,803.5913086,774.7817993,814.7817993,788.8491821,780.9138184,818.5913086,841.1307983
68,810.1726074,808.0913696,811.2837524,782.7536011,857.4160156,811.1763916,810.1726074,792.6640015,776.0397949,797.3093262,837.3093262,792,792.9734497,832.9734497,797.2974854,803.3613281,774.1218262,814.1218262,788.3991699,780.9138184,818.3613281,840.9387207
69,810.0499878,807.9215698,811.1744995,782.4940796,857.107666,810.9126587,810.0499878,792.5709229,776.0397949,797.0027466,837.0027466,791.75,792.6541138,832.6541138,797.2974854,803.1313477,773.461853,813.461853,787.9491577,780.9138184,818.1313477,840.7466431
70,809.9273682,807.7121582,811.0507813,782.2345581,856.7608032,810.6577148,809.9273682,792.4778442,775.3917847,796.677002,836.677002,791.5,792.3347778,832.3347778,797.1236572,802.9013672,772.8018799,812.8018799,787.4991455,780.9138184,817.9013672,840.5545654
71,809.8047485,807.5409546,810.9543457,781.9750366,856.4139404,810.402771,809.8047485,792.4158325,774.7437744,796.3512573,836.3512573,791.25,792.0154419,832.0154419,796.9498291,802.6713867,772.1419067,812.1419067,787.0491333,780.9138184,817.6713867,840.3624878
72,809.6821289,807.3991089,810.8218994,781.7355347,856.1055908,810.1478271,809.6821289,792.3538208,774.0957642,796.0255127,836.0255127,791,791.696106,831.696106,796.776001,802.4414063,771.4819336,811.4819336,786.5991211,780.9138184,817.4414063,840.1746826
73,809.5595093,807.2380371,810.723999,781.4960327,855.7972412,809.8928833,809.5595093,792.2918091,773.4477539,795.6997681,835.6997681,790.75,791.37677,831.37677,796.6021729,802.2114258,770.8219604,810.8219604,786.1491089,780.9138184,817.2114258,839.9868774
74,809.4368896,807.0952148,810.5786133,781.2565308,855.4888916,809.6379395,809.4368896,792.1987305,772.7037354,795.3740234,835.3740234,790.5,791.0042114,831.0042114,796.4283447,801.9814453,770.1619873,810.1619873,785.6990967,780.9138184,816.9814453,839.7990723
75,809.31427,806.8838501,810.4732666,781.0170288,855.180542,809.3829956,809.31427,792.1056519,771.9597168,795.0482788,835.0482788,790.25,790.6316528,830.6316528,796.2545166,801.7514648,769.5020142,809.5020142,785.2490845,780.9138184,816.7514648,839.6112671
76,809.1916504,806.7409058,810.3485107,780.7775269,854.8721924,809.1280518,809.1916504,792.0125732,771.2156982,794.7225342,834.7225342,790,790.2590942,830.2590942,796.0806885,801.5214844,768.842041,808.842041,784.7990723,780.9138184,816.5214844,839.4234619
77,809.0690308,806.5176392,810.2332764,780.5180054,854.5638428,808.8731079,809.0690308,791.9194946,770.4716797,794.3967896,834.3967896,789.75,789.8865356,829.8865356,795.8778687,801.2915039,768.1820679,808.1820679,784.3490601,780.9138184,816.2915039,839.2356567
78,808.9464111,806.3567505,810.114624,780.2584839,854.21698,808.6181641,808.9464111,791.826416,769.751709,794.0710449,834.0710449,789.5,789.5139771,829.5139771,795.6750488,801.0615234,767.5220947,807.5220947,783.8990479,780.9138184,816.0615234,839.0478516
79,808.8237915,806.1720581,809.9932861,779.9989624,853.8701172,808.3632202,808.8237915,791.7333374,769.0317383,793.7453003,833.7453003,789.25,789.1414185,829.1414185,795.472229,800.831543,766.8621216,806.8621216,783.4490356,780.9138184,815.831543,838.8600464
80,808.6954346,805.9736328,809.8624268,779.7394409,853.5617676,808.1082764,808.6954346,791.6402588,768.3117676,793.4195557,833.4195557,789,788.7688599,828.7688599,795.2694092,800.6015625,766.2021484,806.2021484,782.9990234,780.9138184,815.6015625,838.6722412
81,808.5628052,805.7462769,809.7497559,779.4799194,853.253418,807.8533325,808.5628052,791.5471802,767.5917969,793.1129761,833.1129761,788.75,788.3963013,828.3963013,795.0426636,800.371582,765.5421753,805.5421753,782.5490112,780.9138184,815.371582,838.484436
82,808.4301758,805.5691528,809.6357422,779.4599609,852.9450684,807.5895996,808.4301758,791.4541016,766.8718262,792.8063965,832.8063965,788.5,788.0237427,828.0237427,794.2127686,800.1416016,764.8822021,804.8822021,782.098999,780.9138184,815.1416016,838.2966309
83,808.2975464,805.3690796,809.5305176,779.4400024,852.6367188,807.3258667,808.2975464,791.3610229,766.1518555,792.4998169,832.4998169,788.25,787.6511841,827.6511841,793.1975708,799.9116211,764.222229,804.222229,781.6489868,780.6427612,814.9116211,838.1088257
84,808.164917,805.2251587,809.4262695,779.4200439,852.3283691,807.0621338,808.164917,791.2679443,765.4318848,792.1932373,832.1932373,788,787.2786255,827.2786255,792.182373,799.6816406,763.5622559,803.5622559,781.1989746,780.5114136,814.6816406,837.9210205
85,808.0322876,805.034668,809.3085327,779.4000854,852.0200195,806.7984009,808.0322876,791.1748657,764.7119141,791.8866577,831.8866577,787.75,786.9060669,826.9060669,791.1671753,799.4516602,762.9022827,802.9022827,780.7489624,780.244873,814.4516602,837.7332153
86,807.8996582,804.8577271,809.1881714,779.380127,851.6731567,806.534668,807.8996582,791.0817871,763.9919434,791.5609131,831.5609131,787.5,786.5335083,826.5335083,790.1519775,799.2216797,762.2423096,802.2423096,780.2989502,779.9783325,814.2216797,837.5454102
87,807.7670288,804.7036743,809.0814209,779.3601685,851.3262939,806.2709351,807.7670288,790.9887085,763.223938,791.2351685,831.2351685,787.25,786.1609497,826.1609497,789.1367798,798.9916992,761.5823364,801.5823364,779.848938,779.711792,813.9916992,837.357605
88,807.6343994,804.5158691,808.9649658,779.34021,851.0179443,806.0072021,807.6343994,790.8956299,762.4559326,790.9094238,830.9094238,787,785.7883911,825.7883911,788.121582,798.7617188,760.9223633,800.9223633,779.3989258,779.4452515,813.7617188,837.1697998
89,807.50177,804.3540039,808.861145,779.3202515,850.7095947,805.7434692,807.50177,790.8025513,761.6879272,790.5836792,830.5836792,786.75,785.4158325,825.4158325,787.5180054,798.5317383,760.2623901,800.2623901,778.9489136,779.2319946,813.5317383,836.9819946
90,807.3730469,804.159729,808.715271,779.300293,850.4012451,805.4797363,807.3730469,790.7094727,760.9199219,790.2579346,830.2579346,786.5,785.0432739,825.0432739,787.2333374,798.3017578,759.602417,799.602417,778.4989014,779.0187378,813.3017578,836.7941895
91,807.2504272,803.9556885,808.5890503,779.2803345,850.0928955,805.2160034,807.2504272,790.399292,760.1519165,789.9321899,829.9321899,786.25,784.6707153,824.6707153,786.9486694,798.0717773,758.9424438,798.9424438,778.0488892,778.805481,813.0717773,836.6063843
92,807.1278076,803.8035889,808.4747925,779.260376,849.7845459,804.9522705,807.1278076,790.0891113,759.3839111,789.6064453,829.6064453,786,784.2981567,824.2981567,786.6640015,797.8417969,758.2824707,798.2824707,777.598877,778.5389404,812.8417969,836.4185791
93,807.005188,803.6166382,808.3606567,779.260376,849.4761963,804.7677002,807.005188,789.7789307,758.6159058,789.2807007,829.2807007,785.75,783.7658691,823.7658691,786.3793335,797.6118164,757.6224976,797.6224976,777.1488647,778.2723999,812.6118164,836.2307739
94,806.8825684,803.4520874,808.2294922,779.260376,849.1293335,804.5831299,806.8825684,789.46875,757.8479004,788.9549561,828.9549561,785.5,783.2335815,823.2335815,786.0946655,797.3818359,756.9625244,796.9625244,776.6988525,778.0058594,812.3818359,836.0429688
95,806.7599487,803.2606812,808.1044922,779.260376,848.7824707,804.3985596,806.7599487,789.1585693,757.079895,788.6292114,828.6292114,785.25,782.7012939,822.7012939,785.939209,797.1518555,756.3025513,796.3025513,776.2488403,777.7393188,812.1518555,835.8551636
96,806.6373291,803.0953979,807.9889526,779.260376,848.4741211,804.2139893,806.6373291,788.8483887,756.3358765,788.3034668,828.3034668,785,782.1690063,822.1690063,785.939209,796.921875,755.6425781,795.6425781,775.7988281,777.4994507,811.921875,835.6630859
97,806.5147095,802.9364624,807.8811646,779.260376,848.1657715,804.0294189,806.5147095,788.1038818,755.5918579,787.9968872,827.9968872,784.75,781.6101074,821.6101074,785.939209,796.6918945,754.982605,794.982605,775.3488159,777.2595825,811.6918945,835.4710083
98,806.3920898,802.7510376,807.7646484,779.2404175,847.8574219,803.8448486,806.3920898,787.359375,754.8478394,787.6903076,827.6903076,784.5,781.0512085,821.0512085,785.939209,796.4619141,754.3226318,794.3226318,774.8988037,777.0197144,811.4619141,835.2789307
99,806.2694702,802.5762329,807.618103,779.220459,847.5490723,803.6602783,806.2694702,786.6148682,754.1038208,787.383728,827.383728,784.25,780.4923096,820.4923096,785.6784058,796.2319336,753.6626587,793.6626587,774.4487915,776.7798462,811.2319336,835.086853
100,806.1447754,802.4299927,807.5027466,779.2005005,847.2407227,803.475708,806.1447754,785.8703613,752.711792,787.0771484,827.0771484,784,779.9334106,819.9334106,785.5253296,796.0019531,753.0026855,793.0026855,773.9987793,776.539978,811.0019531,834.8947754
101,806.012146,802.2492676,807.3637085,779.180542,846.932373,803.2911377,806.012146,785.1258545,751.3197632,786.7705688,826.7705688,783.75,779.401123,819.401123,785.269165,795.7719727,752.3427124,792.3427124,773.5487671,776.3001099,810.7719727,834.7026978
102,805.8795166,802.0440674,807.2560425,779.1605835,846.5855103,803.1065674,805.8795166,784.3813477,749.9277344,786.4448242,826.4448242,783.5,778.8688354,818.8688354,785.0130005,795.5419922,751.6827393,791.6827393,773.0987549,776.0602417,810.5419922,834.5106201
103,805.7468872,801.8810425,807.1334839,779.1605835,846.2386475,802.9219971,805.7468872,783.6368408,748.5357056,786.1190796,826.1190796,783.25,778.3365479,818.3365479,784.7568359,795.3120117,751.0227661,791.0227661,772.6487427,775.8203735,810.3120117,834.3185425
104,805.6142578,801.7086792,807.012207,779.1605835,845.9302979,802.7374268,805.6142578,782.892334,747.1436768,785.793335,825.793335,783,777.8042603,817.8042603,784.472168,795.0820313,750.362793,790.362793,772.1987305,775.2340088,810.0820313,834.1264648
105,805.4816284,801.567627,806.9088745,779.1605835,845.6219482,802.5440674,805.4816284,782.1478271,745.7516479,785.4675903,825.4675903,782.75,777.2453613,817.2453613,784.1875,794.8520508,749.7028198,789.7028198,771.7487183,774.647644,809.8520508,833.9343872
106,805.348999,801.4334106,806.7903442,779.1605835,845.3135986,802.350708,805.348999,781.4033203,744.3596191,785.1418457,825.1418457,782.5,776.6864624,816.6864624,783.902832,794.6220703,749.0428467,789.0428467,771.2987061,774.0612793,809.6220703,833.7423096
