index,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21
54,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,795.5,815.8864746,855.8864746,817.6464844,812.5150757,783.3614502,823.3614502,806.3101807,816.5636597,831.4702148,851.887146
55,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,795.25,815.8864746,855.8864746,817.6464844,812.4230957,782.7014771,822.7014771,806.130188,816.5636597,831.4702148,851.887146
56,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,795,815.8864746,855.8864746,817.6464844,812.3311157,782.0415039,822.0415039,805.9501953,816.5636597,831.4702148,851.887146
57,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,794.75,815.8864746,855.8864746,817.6464844,812.2391357,781.3815308,821.3815308,805.7702026,816.5636597,831.4702148,851.887146
58,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,794.5,815.8864746,855.8864746,817.6464844,812.1471558,780.7215576,820.7215576,805.59021,816.5636597,831.4702148,851.887146
59,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,794.25,815.8864746,855.8864746,817.6464844,812.0551758,780.0615845,820.0615845,805.4102173,816.5636597,831.4702148,851.887146
60,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,794,815.8864746,855.8864746,817.6464844,811.9631958,779.4016113,819.4016113,805.2302246,816.5636597,831.4702148,851.887146
61,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,793.75,815.8864746,855.8864746,817.6464844,811.8712158,778.7416382,818.7416382,805.0502319,816.5636597,831.4702148,851.887146
62,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,793.5,815.8864746,855.8864746,817.6464844,811.7792358,778.081665,818.081665,804.8702393,816.5636597,831.4702148,851.887146
63,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,793.25,815.8864746,855.8864746,817.6464844,811.6872559,777.4216919,817.4216919,804.6902466,816.5636597,831.4702148,851.887146
64,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,793,815.8864746,855.8864746,817.6464844,811.5952759,776.7617188,816.7617188,804.5102539,816.5636597,831.4702148,851.887146
65,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,792.75,815.8864746,855.8864746,817.6464844,811.5032959,776.1017456,816.1017456,804.3302612,816.5636597,831.4702148,851.887146
66,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,792.5,815.8864746,855.8864746,817.6464844,811.4113159,775.4417725,815.4417725,804.1502686,816.5636597,831.4702148,851.887146
67,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,792.25,815.8864746,855.8864746,817.6464844,811.3193359,774.7817993,814.7817993,803.9702759,816.5636597,831.4702148,851.887146
68,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,792,815.8864746,855.8864746,817.6464844,811.227356,774.1218262,814.1218262,803.7902832,816.5636597,831.4702148,851.887146
69,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,791.75,815.8864746,855.8864746,817.6464844,811.135376,773.461853,813.461853,803.6102905,816.5636597,831.4702148,851.887146
70,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,791.5,815.8864746,855.8864746,817.6464844,811.043396,772.8018799,812.8018799,803.4302979,816.5636597,831.4702148,851.887146
71,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,791.25,815.8864746,855.8864746,817.6464844,810.951416,772.1419067,812.1419067,803.2503052,816.5636597,831.4702148,851.887146
72,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,791,815.8864746,855.8864746,817.6464844,810.859436,771.4819336,811.4819336,803.0703125,816.5636597,831.4702148,851.887146
73,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,790.75,815.8864746,855.8864746,817.6464844,810.7674561,770.8219604,810.8219604,802.8903198,816.5636597,831.4702148,851.887146
74,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,790.5,815.8864746,855.8864746,817.6464844,810.6754761,770.1619873,810.1619873,802.7103271,816.5636597,831.4702148,851.887146
75,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,790.25,815.8864746,855.8864746,817.6464844,810.5834961,769.5020142,809.5020142,802.5303345,816.5636597,831.4702148,851.887146
76,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,790,815.8864746,855.8864746,817.6464844,810.4915161,768.842041,808.842041,802.3503418,816.5636597,831.4702148,851.887146
77,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,789.75,815.8864746,855.8864746,817.6464844,810.3995361,768.1820679,808.1820679,802.1703491,816.5636597,831.4702148,851.887146
78,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,789.5,815.8864746,855.8864746,817.6464844,810.3075562,767.5220947,807.5220947,801.9903564,816.5636597,831.4702148,851.887146
79,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,789.25,815.8864746,855.8864746,817.6464844,810.2155762,766.8621216,806.8621216,801.8103638,816.5636597,831.4702148,851.887146
80,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,789,815.8864746,855.8864746,817.6464844,810.1235962,766.2021484,806.2021484,801.6303711,816.5636597,831.4702148,851.887146
81,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,788.75,815.8864746,855.8864746,817.6464844,810.0316162,765.5421753,805.5421753,801.4503784,816.5636597,831.4702148,851.887146
82,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,788.5,815.8864746,855.8864746,817.6464844,809.9396362,764.8822021,804.8822021,801.2703857,816.5636597,831.4702148,851.887146
83,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,788.25,815.8864746,855.8864746,817.6464844,809.8476563,764.222229,804.222229,801.0903931,816.5636597,831.4702148,851.887146
84,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,788,815.8864746,855.8864746,817.6464844,809.7556763,763.5622559,803.5622559,800.9104004,816.5636597,831.4702148,851.887146
85,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,787.75,815.8864746,855.8864746,817.6464844,809.6636963,762.9022827,802.9022827,800.7304077,816.5636597,831.4702148,851.887146
86,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,787.5,815.8864746,855.8864746,817.6464844,809.5717163,762.2423096,802.2423096,800.550415,816.5636597,831.4702148,851.887146
87,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,787.25,815.8864746,855.8864746,817.6464844,809.4797363,761.5823364,801.5823364,800.3704224,816.5636597,831.4702148,851.887146
88,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,787,815.8864746,855.8864746,817.6464844,809.3877563,760.9223633,800.9223633,800.1904297,816.5636597,831.4702148,851.887146
89,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,786.75,815.8864746,855.8864746,817.6464844,809.2957764,760.2623901,800.2623901,800.010437,816.5636597,831.4702148,851.887146
90,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,786.5,815.8864746,855.8864746,817.6464844,809.2037964,759.602417,799.602417,799.8304443,816.5636597,831.4702148,851.887146
91,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,786.25,815.8864746,855.8864746,817.6464844,809.1118164,758.9424438,798.9424438,799.6504517,816.5636597,831.4702148,851.887146
