index,value
0,0.00170
1,0.00180
2,0.00140
3,0.00190
4,0.00190
5,0.00130
6,0.00170
7,0.00160
8,0.00130
9,0.00210
10,0.00190
11,0.00110
12,0.00190
13,0.00130
14,0.00130
15,0.00120
16,0.00130
17,0.00220
18,0.00170
19,0.00270
20,0.00510
21,0.01460
22,0.02520
23,0.04470
24,0.06780
25,0.11360
26,0.16750
27,0.24290
28,0.33490
29,0.45140
30,0.57910
